ID_ACIDENT;CADLOGA;CADLOGB;ALT_NUM;REFERENCIA;DATA;HORA;COD_ACID;FONTE;VIATURA;DP;TALAO;SENTIDO;PISTA;VEICULOS;VITIMAS;DEC;DISTRITO;FOLHA;PRINC_A;PRINC_B;PLACA1;TIPO_PLAC1;PLACA2;TIPO_PLAC2;PLACA3;TIPO_PLAC3;TIPO_ACIDE;FLAG_DUPL;NV_DUPL;DUPLACAS;CADLOG
D101200128;19764;;;NC;09/10/2012;2000;4;D;;05;7940;;;00000000000000010;0100;;17;0114;19764;;;SI;;;;;AT;;;;
D101200130;19764;;;PXPCA ARTESOES;12/10/2012;1800;2;D;;05;8025;;;11000000000000000;0200;;17;0114;19764;;DFA6486;MO;;AU;;;CT;;;;
D101200134;19764;;;SBVD PEDROSO;20/10/2012;0425;2;D;;05;8233;;;10000000000000000;0300;;17;0114;19764;;DEA2736;AU;;;;;CH;;;;
D101200135;14810;;10;;24/10/2012;2241;4;D;;05;8380;;;10000000000000000;0100;CT;67;0115;14810;;DQJ6936;AU;;;;;AT;;;;
D101200136;19764;;;ACR D.PAULIN;28/10/2012;0230;4;D;;05;8468;;;00000000000100000;0100;;17;0115;19764;;DCX8585;CM;;;;;AT;;;;
D101200140;14810;;;NC;31/10/2012;1930;2;D;;05;8607;;;20000001000000000;0100;;67;0115;14810;;DTB7596;OU;EVX6782;AU;EIA6157;AU;CT;;;;
D101200419;19764;;;ACTN.AYRTON SEN;05/10/2012;1424;2;D;;36;2847;;;11000000000000000;0100;;17;0218;19764;;BZX8095;MO;DLA8435;AU;;;CO;;;;
D101200431;19764;;;PXVD STA GENERO;07/10/2012;1230;2;D;;36;10126;;;21000000000000000;0100;;17;0218;43106;;ELL0034;AU;ESE0680;MO;EMY1168;AU;CO;;;;
D101200433;19764;;;PXVD TUTOIA;20/10/2012;1030;2;D;;36;10796;;;11000000000000000;0100;;17;0218;19764;;EJR1106;MO;KBQ8828;AU;;;CT;;;;
D101201623;06238;;17000;;25/10/2012;0805;2;D;;11;11661;;;11000000000000000;0200;PB;90;0606;13014;;DOB0564;MO;CVA7780;AU;;;CL;;;;
D101202265;17824;;17000;;03/10/2012;1603;4;D;;55;4359;;;01000000000000000;0100;VP;33;0817;17824;;;MO;;;;;AT;;;;
D101202405;07336;;98;;10/10/2012;0830;4;D;;01;3054;;;00100000000000000;0001;CT;80;0004;07336;;DTB7573;ON;;;;;AT;;;;
D101202416;17115;;34;;02/10/2012;1204;4;D;;14;10517;;;00100000000000000;0001;CT;05;0006;17115;;ELW8568;ON;;;;;AT;;;;
D101202427;19764;;;PXR.DNA.PAULINA;28/10/2012;0230;4;D;;05;6211;;;10000000000000000;0001;;17;0007;19764;;DCX8585;AU;;;;;AT;;;;
D111200004;03189;17545;;;29/11/2012;1544;2;D;;01;6057;;;01010000000000000;0100;CT;80;1001;03189;17545;X;MO;DSJ7554;CA;;;CF;;;;
D111200005;13317;;134;;28/11/2012;1730;2;D;;01;6805;;;01000000000000000;0100;CT;17;0101;13317;;EXF8636;MO;;;;;QM;;;;
D111200007;16725;;631;;03/11/2012;1900;4;D;;01;7706;C;;00100000000000000;0100;CT;09;0101;16725;;EZL9809;ON;;;;;AT;;;;
D111200013;17025;19764;;;14/11/2012;1952;4;D;;01;7988;;;01000000000000000;0200;CT;80;0101;15261;17025;CMI4263;MO;;;;;AT;;;;
D111200014;03189;;98;;14/11/2012;1250;2;D;;01;7991;C;;00000001000000000;0100;CT;80;0101;03189;;DTB1789;OU;;;;;QD;;;;
D111200015;17545;;421;;18/11/2012;1527;2;D;;01;8074;;;00000001000000000;0100;CT;01;0101;17545;;EZL5860;OU;;;;;QD;;;;
D111200017;15635;;9;;19/11/2012;2205;4;D;;01;8116;;;10000000000000000;0300;CT;80;0102;15635;;DCE7455;AU;;;;;AT;;;;
D111200022;17025;;251;;06/11/2012;1950;2;D;;01;10379;;;11000000000000000;0100;CT;01;0103;17025;;HNS1464;AU;BPS6914;MO;;;CO;;;;
D111200023;16523;;100;;08/11/2012;1805;4;D;;01;10462;;;00000000000000001;0100;CT;01;0103;16523;;;CO;;;;;AT;;;;
D111200025;13317;;100;;13/11/2012;1630;2;D;;01;10610;;;00000000000000010;0100;CT;17;0103;13317;;;SI;;;;;QD;;;;
D111200028;06642;13853;;;17/11/2012;0550;2;D;;01;10711;;;11000000000000000;0100;CT;80;0103;06642;13853;ABG0076;AU;EHF9843;MO;;;CL;;;;
D111200030;02404;;100;;04/11/2012;1400;2;D;;01;10847;;;00000000000200000;0100;CT;80;0103;02404;;OLX7498;CM;EQZ9661;CM;;;CO;;;;
D111200031;15635;10376;;;23/11/2012;1615;2;D;;01;10887;;;01000000000000000;0200;;;0104;10376;15635;DOU8073;MO;;;;;QM;;;;
D111200032;15635;;80;;24/11/2012;1350;2;D;;01;10916;;;11000000000000000;0100;CT;80;0104;15635;;EBG3495;AU;EXD6207;MO;;;SI;;;;
D111200034;17226;19543;;;27/11/2012;1110;4;D;;01;109894;;;10000000000000000;0100;;;0104;17226;19543;EMQ985;AU;;;;;AT;;;;
D111200036;35616;;;NC;29/11/2012;1735;4;D;;01;11083;;;00000001000000000;0100;;06;0104;16870;;ELQ5883;OU;;;;;AT;;;;
D111200037;19745;04469;;;30/11/2012;1231;4;D;;01;11109;;;00000001000000000;0100;CT;80;0104;07024;19745;DTA3991;OU;;;;;AT;;;;
D111200065;12132;05245;;;14/11/2012;0000;2;D;;03;3016;;;01000000000100000;0100;CT;67;0108;05245;19996;EFK5158;MO;EJL9684;CM;;;CO;;;;
D111200067;09276;02947;;;25/11/2012;1155;2;D;;03;3227;;;01000001000000000;0100;CT;67;0108;02947;09276;EHT3540;MO;DTA7384;OU;;;CL;;;;
D111200068;16861;;999;;01/11/2012;1740;2;D;;03;8813;;;00000001000000000;0100;CT;07;0108;16861;;DTA3950;OU;;;;;QD;;;;
D111200069;10101;;700;;05/11/2012;0930;4;D;;03;8869;;;10000000000000000;0100;HG;67;0108;10101;;CTJ8153;AU;;;;;AT;;;;
D111200071;16593;;300;;07/11/2012;0657;4;D;;03;8939;;;10000000000000000;0100;CT;09;0108;16593;;EMG6773;AU;;;;;AT;;;;
D111200072;19017;16725;;;10/11/2012;1453;2;D;;03;9055;;;20000000000000000;0100;CT;67;0108;16725;19017;DNT4218;AU;EXX2105;AU;;;CL;;;;
D111200074;16593;;414;;16/11/2012;0939;2;D;;03;9214;;;01000001000000000;0100;CT;09;0109;16593;;FAL4500;MO;DJC1648;OU;;;CO;;;;
D111200077;09276;17115;;;16/11/2012;1525;2;D;;03;9241;;;00000001000000000;0100;CT;67;0109;09276;17115;OJC1074;OU;;;;;QD;;;;
D111200080;04831;;99;;23/11/2012;1817;4;D;;03;9451;;;10000000000000000;0100;CT;67;0109;04831;;EFV2754;AU;;;;;AT;;;;
D111200082;16593;;474;;26/11/2012;1440;2;D;;03;9516;;;11000000000000000;0100;CT;09;0109;16593;;DOU5548;MO;EFE8154;AU;;;CO;;;;
D111200083;15323;;;PXAV SAO  JOAO;29/11/2012;1325;2;D;;03;9613;;;00000001000100000;0100;;05;0109;15323;;DJM0271;CM;DTA0646;OU;;;CO;;;;
D111200103;13632;;;PXPC DES MARIO;19/11/2012;0330;2;D;;04;9132;;;10000000000000000;0100;;67;0111;13632;;DQJ9309;AU;;;;;CH;;;;
D111200107;19764;;;SBVD PEDROSO;06/11/2012;1800;2;D;;05;6408;;;11000000000000000;0100;;17;0112;19764;;EQM0857;AU;DUW6537;MO;;;CT;;;;
D111200117;19764;;;NC;28/11/2012;1803;4;D;;05;6803;;;01000000000000000;0200;;17;0113;19764;;DPV0321;MO;;;;;AT;;;;
D111200122;19764;;;PXVD.CONDENSA;11/11/2012;2245;2;D;;05;8925;;;10000000000000000;0100;;17;0113;19764;;DUH7491;AU;;;;;CH;;;;
D111200190;06642;01084;;;10/11/2012;0015;4;D;;12;7850;;;10000000000000000;0100;CT;80;0123;06642;13853;ABY6847;AU;;;;;AT;;;;
D111200389;19764;;;NC;01/11/2012;0930;2;D;;36;11360;;;11000000000000000;0100;;17;0218;19764;;;AU;DYY3014;MO;;;CT;;;;
D111200390;19764;;;PXR CEL OSCAR P;25/11/2012;0700;2;D;;36;11627;;;10000000000000000;0300;;17;0218;19764;;CSC4187;AU;;;;;CH;;;;
D111200706;16838;;17000;;01/11/2012;0520;2;D;;46;5290;;;00100000000100000;0100;FL;31;0329;16838;;DZC0509;CM;FSH5040;ON;;;CO;;;;
D111200708;16838;;17000;;10/11/2012;1530;2;D;;46;5458;;;30010000000000000;0100;FL;31;0329;16838;;DTE7023;CA;ERV9199;AU;DAL0915;AU;CT;;;;
D111200806;13014;;17000;;03/11/2012;1100;2;D;;89;8311;;;20010000000000000;0100;PB;40;0342;13014;;EFU6975;AU;DSA3643;AU;FCR1057;CA;CO;;;;
D111201169;04146;;;PXR.ANA SACRAME;23/11/2012;1310;4;D;;73;11971;;;00000000000000010;0100;;09;0435;04146;;;SI;;;;;AT;;;;
D111201411;06238;;17000;;09/11/2012;1130;2;D;;11;96;;;21000000000000000;0100;PB;90;0601;13014;;ETC8300;AU;HCV1934;AU;FAY6891;MO;CO;;;;
D111201423;06238;;17000;;07/11/2012;0950;2;D;;11;12247;;;11000000000000000;0100;PB;90;0602;13014;;DXN2039;MO;EQS3509;AU;;;CO;;;;
D121200005;06642;13853;;;07/12/2012;1900;2;D;;01;8600;;;01000000000100000;0100;CT;80;0101;06642;13853;FGQ5384;CM;GJR3096;MO;;;CO;;;;
D121200006;19764;;;ATVD.PEDROSO;07/12/2012;2030;2;D;;01;8610;;;01000000000000000;0100;;17;0101;19764;;EXK5354;MO;;;;;CH;;;;
D121200010;15635;12165;;;03/12/2012;0820;2;D;;01;11162;;;00000001000000000;0100;CT;67;0101;02398;12165;DJB3213;OU;;;;;SI;;;;
D121200011;16725;19745;;;03/12/2012;1119;4;D;;01;11183;;;10000000000000000;0100;CT;67;0101;16725;19745;ELW9194;AU;;;;;AT;;;;
D121200012;15984;;713;;06/12/2012;1312;4;D;;01;11327;;;00010000000000000;0100;CT;01;0102;15984;;;CA;;;;;AT;;;;
D121200014;10376;;;NC;07/12/2012;1730;2;D;;01;11374;;;11000000000000000;0100;;80;0102;10376;;CPM3563;AU;DJK8136;MO;;;CO;;;;
D121200015;01454;;;PXPÇ SE;12/12/2012;1120;4;D;;01;11510;;;00000001000000000;0100;;80;0102;01454;;FCB2742;OU;;;;;AT;;;;
D121200017;15984;19745;;;13/12/2012;1120;4;D;;01;11548;;;00000001000000000;0100;;;0102;15984;19745;DTB8897;OU;;;;;AT;;;;
D121200021;10376;;10;;17/12/2012;0630;4;D;;01;11642;;;10000000000000000;0100;CT;80;0102;10376;;ESK7474;AU;;;;;AT;;;;
D121200022;06642;;3967;;17/12/2012;1120;2;D;;01;11659;;;11000000000000000;0100;CT;09;0102;06642;;DBQ8655;AU;EKI9320;MO;;;CO;;;;
D121200023;16725;19745;;;17/12/2012;1640;4;D;;01;11679;;;01000000000000000;0100;CT;67;0102;16725;19745;EJN6619;MO;;;;;AT;;;;
D121200027;10376;;140;;27/12/2012;1500;2;D;;01;11943;;;11000000000000000;0100;CT;80;0103;10376;;NXZ5389;AU;ECT1640;MO;;;CO;;;;
D121200029;01454;;45;;29/12/2012;0630;4;D;;01;11990;;;10000000000000000;0100;CT;80;0103;01454;;DPS8853;AU;;;;;AT;;;;
D121200033;33602;;;NC;11/12/2012;0250;2;D;;01;8695;;;01000000000000000;0100;;01;0103;33602;;DZO2508;MO;;;;;QM;;;;
D121200034;13853;06642;;;20/12/2012;1330;2;D;;01;11787;;;20000000000000000;0100;CT;80;0103;06642;13853;DPJ5847;AU;EZT7974;AU;;;CO;;;;
D121200066;09276;;1000;;17/12/2012;1940;4;D;;03;193;;;10000000000000000;0100;CT;67;0108;09276;;;AU;;;;;AT;;;;
D121200067;12132;;150;;01/12/2012;1030;2;D;;03;305;;;20000000000100000;0100;CT;67;0108;12132;;DPS4585;AU;NZJ0080;AU;ENV8362;CM;CO;;;;
D121200071;16593;;545;;09/12/2012;1153;2;D;;03;3538;C;;20000000000000000;0100;CT;09;0108;16593;;DZM1916;AU;FEX6698;AU;;;CH;;;;
D121200072;14804;;216;;15/12/2012;2234;4;D;;03;3676;;;00000001000000000;0100;CT;63;0108;14804;;DTD3441;OU;;;;;AT;;;;
D121200073;17115;;100;;17/12/2012;2145;2;D;;03;3720;;;11000000000000000;0100;CT;05;0108;17115;;FFB7890;MO;EQG6500;AU;;;CO;;;;
D121200076;16725;;107;;28/12/2012;2317;4;D;;03;3955;;;00000001000000000;0100;CT;09;0108;16725;;DTB1740;OU;;;;;AT;;;;
D121200077;17986;15938;;;06/12/2012;1500;2;D;;03;9829;;;01000001000000000;0100;;;0109;15938;17986;ELW2978;OU;DRZ0755;MO;;;CO;;;;
D121200079;99464;;;PXPRESTES MAIA;11/12/2012;1110;2;D;;03;9961;C;;01000000000001000;0100;;67;0109;99464;;DXH1841;JI;EHZ1358;MO;;;CO;;;;
D121200081;18108;;277;;19/12/2012;1827;4;D;;03;10196;;;01000000000000000;0100;CT;07;0109;18108;;EOU1573;MO;;;;;AT;;;;
D121200082;09276;17115;;;20/12/2012;1638;2;D;;03;10223;;;01000000000100000;0100;CT;67;0109;09276;17115;DUY4039;MO;CDF0153;CM;;;CO;;;;
D121200083;12951;;;NC;07/12/2012;1130;4;D;;03;10230;;;00000000000000010;0100;;67;0109;12951;;;SI;;;;;AT;;;;
D121200114;19764;;300;;17/12/2012;0645;2;D;;05;10589;;;00000000000100010;0100;VM;17;0113;19764;;EJY7722;CM;;SI;;;CT;;;;
D121200268;15635;;10;;29/12/2012;1112;2;D;;1;12002;;;01000000000000000;0100;CT;80;0131;15635;;KVE2751;MO;;;;;QM;;;;
D121200413;19764;;;NC;14/12/2012;1740;2;D;;36;4891;;;11000000000000000;0100;;17;0218;19764;;EXG3688;MO;FGE5645;AU;;;CO;;;;
D121200449;01242;;10;;19/12/2012;1030;2;D;;95;5316;;;11000000000000000;0100;CT;80;0222;01242;;EVD7794;AU;EOS8034;MO;;;CO;;;;
D121202286;35449;;17000;;01/12/2012;1715;2;D;;33;10572;;;01010000000000000;0101;RV;64;0001;35449;;DJZ1882;MO;ESW9781;CA;;;QM;;;;
D121202309;06136;;401;;23/12/2012;0330;4;D;;08;8976;;;00010000000000000;0001;CT;80;0003;06136;;BTA1910;CA;;;;;AT;;;;
