ID_ACIDENT;CADLOGA;CADLOGB;ALT_NUM;REFERENCIA;DATA;HORA;COD_ACID;FONTE;VIATURA;DP;TALAO;SENTIDO;PISTA;VEICULOS;VITIMAS;DEC;DISTRITO;FOLHA;PRINC_A;PRINC_B;PLACA1;TIPO_PLAC1;PLACA2;TIPO_PLAC2;PLACA3;TIPO_PLAC3;TIPO_ACIDE;FLAG_DUPL;NV_DUPL;DUPLACAS
D041300081;12132;;334;;30/04/2013;0920;4;D;;03;3510;;;00000000000100000;0100;CN3;67;0108;12132;;FES0510;CM;;;;;AT;;;
D041300084;14804;;;PXPONTO 14 BIS;11/04/2013;1830;2;D;;03;4008;;;00100000000000000;0100;SO1;07;0109;14804;;;ON;;;;;QD;;;
D041300094;05245;;10;;03/04/2013;2115;2;D;;04;2611;;;11000000000000000;0100;CN3;67;0111;05245;;CMW9373;AU;DOA5343;MO;;;CO;;;
D041300110;05245;;;ACLIG LESTE-OES;26/04/2013;0825;2;D;;04;3041;;;02000000000000000;0200;CN3;67;0112;05245;;FDQ0197;MO;;MO;;;CO;;;
D041300116;05245;13632;;;20/04/2013;0400;2;D;;04;3167;;;10000000000000010;0100;CN3;67;0113;05245;19996;DUP0762;AU;;SI;;;CO;;;
D041300145;19764;;;PXVD.PEDROSO;27/04/2013;0834;2;D;;05;3418;;;12000000000000000;0300;SU2;49;0116;19764;;FAP5320;MO;EWG5954;MO;DFG1807;AU;CO;;;
D041300146;02398;;;NC;27/04/2013;1846;2;D;;05;3444;;;11000000000000000;0100;CN3;80;0116;02398;;EXR6703;MO;DST4337;AU;;;CO;;;
D041300148;14810;;;NC;30/04/2013;1820;2;D;;05;3543;;;20000000000000000;0100;CN3;67;0116;14810;;FCB1088;AU;FEY4926;AU;;;CT;;;
D041300437;19764;;;SBVD BERNADINO;01/04/2013;1630;2;D;;36;1461;;;11000000000000000;0100;SU2;92;0215;03274;19764;CDQ9767;AU;DYX2063;MO;;;CT;;;
D041300448;19764;;;PXVD.TUTOIA;11/04/2013;0530;2;D;;36;1615;;;01000000000100000;0200;SU2;92;0215;18884;;ETO5902;CM;EOZ3152;MO;;;CO;;;
D041300454;19764;;;PXVD.GAL.MARCON;17/04/2013;1630;2;D;;36;1730;C;;01000000000000000;0100;SU2;53;0216;19385;;FAF2639;MO;;;;;QM;;;
D041300470;19764;;10;;27/04/2013;1308;2;D;;36;4393;;;32000000000100000;0100;CN3;80;0218;19764;;EUS7018;CM;CTC2835;AU;KZS8833;AU;CT;;;
D041300474;19764;;;PXMETRO PARAISO;17/04/2013;0715;2;D;;36;5073;;;01000000000100000;0100;SU2;92;0218;19764;;FAI5005;CM;DII7786;MO;;;CO;;;
D041302211;16593;;;SDTUNEL ANHANGA;05/04/2013;2325;4;D;;02;1889;B;;00100000000000000;0001;CN3;67;0004;16593;;ELW2980;ON;;;;;AT;;;
D041302215;19764;;;PXVD.PEDROSO;08/04/2013;2220;4;D;;78;2807;;;01000000000000000;0101;SU2;49;0004;19764;;FAY7501;MO;;;;;AT;;;
D041302271;14810;;;NC;27/04/2013;0635;4;D;;05;2439;;;00000000000000010;0001;CN3;67;0010;14810;;;SI;;;;;AT;;;
D051200002;19764;;100;;07/05/2012;0725;4;D;;01;4259;;;01000000000000000;0100;VM;17;0101;19764;;;MO;;;;;AT;;;
D051200006;15984;;;NC;12/05/2012;1750;4;D;;01;3195;;;00000000000000010;0100;CT;01;0101;15984;;;SI;;;;;AT;;;
D051200012;13853;12215;;;05/05/2012;0250;2;D;;01;3002;;;10010000000000000;0100;CT;80;0102;06642;13853;EBW9508;AU;DIP9529;CA;;;CO;;;
D051200015;19764;;;PXR JOSE BONIFA;12/05/2012;2335;2;D;;01;3197;B;;01000000000000000;0200;VM;17;0102;19764;;DZN4796;MO;;;;;QM;;;
D051200016;16744;17025;;;14/05/2012;2154;4;D;;01;3251;;;10000000000000000;0100;VM;80;0102;16744;17025;ELQ4201;AU;;;;;AT;;;
D051200020;01454;18556;;;27/05/2012;2230;2;D;;01;3614;;;10000000000100000;0300;IP;80;0104;07664;10376;EXS3408;CM;DXB5470;AU;;;SI;;;
D051200035;13853;;994;;14/05/2012;1111;2;D;;01;4507;;;01000000000100000;0100;CT;09;0105;13853;;EYF2043;CM;BPS0532;MO;;;CT;;;
D051200036;16725;07204;;;15/05/2012;0530;4;D;;01;4526;;;01000000000000000;0100;CT;80;0105;07204;16725;FAL6789;MO;;;;;AT;;;
D051200040;19764;;100;;17/05/2012;1505;4;D;;01;4616;;;01000000000000000;0200;VM;17;0105;19764;;DYY3021;MO;;;;;AT;;;
D051200041;11824;;190;;19/05/2012;1700;4;D;;01;4673;;;10000000000000000;0100;CT;80;0106;11824;;CTI7401;AU;;;;;AT;;;
D051200043;19764;;;PXR CDSSA S JOA;12/05/2012;1300;2;D;;01;4792;;;11000000000000000;0100;VM;17;0106;19764;;DHU9077;AU;DKJ7683;MO;;;CO;;;
D051200046;10376;;42;;24/05/2012;1250;2;D;;01;4818;;;11000000000000000;0100;CT;80;0106;10376;;EGO8042;AU;DZQ0202;MO;;;CO;;;
D051200047;06933;;100;;24/05/2012;1415;2;D;;01;4828;;;01000000000000000;0100;CT;80;0106;06933;;DRV5261;MO;;;;;QM;;;
D051200049;05111;;;NC;25/05/2012;0620;2;D;;01;4872;;;00000001000000000;0100;CT;80;0106;05111;;;OU;;;;;QD;;;
D051200051;19745;;197;;28/05/2012;1223;2;D;;01;4911;;;02000000000000000;0100;CT;80;0106;19745;;EQD5449;MO;DVH2780;MO;;;CO;;;
D051200052;19745;;1000;;28/05/2012;1100;4;D;;01;4616;;;10000000000000000;0100;CT;80;0106;19745;;DUI1656;AU;;;;;AT;;;
D051200054;16725;;589;;29/05/2012;0624;2;D;;01;4943;;;00000000000100000;0100;CT;09;0107;16725;;CAV5114;CM;;;;;CH;;;
D051200056;23087;;;PXAV ESTADO;31/05/2012;0920;4;D;;01;5015;;;00000001000000000;0100;CT;06;0107;23087;;ECT0931;OU;;;;;AT;;;
D051200058;16725;;316;;31/05/2012;1100;2;D;;01;5042;;;11000000000000000;0100;CT;09;0107;16725;;DHO9579;AU;DOA6011;MO;;;CO;;;
D051200080;05495;;105;;07/05/2012;0655;4;D;;03;3452;;;10000000000000000;0100;CT;67;0111;05495;;ELL8923;AU;;;;;AT;;;
D051200081;00880;;320;;17/05/2012;0820;2;D;;03;3040;B;;11000000000000000;0100;CT;67;0112;00880;;EXD2529;MO;EFV2925;AU;;;CT;;;
D051200082;16593;;231;;03/05/2012;1100;2;D;;03;3270;B;;01000000000000000;0100;CT;09;0112;16593;;EOS1021;MO;;;;;QM;;;
D051200087;16593;;345;;15/05/2012;0710;2;D;;03;3742;;;11000000000000000;0100;CT;09;0112;16593;;DJE7793;AU;ESZ9302;MO;;;CO;;;
D051200090;09276;17000;;;17/05/2012;2314;2;D;;03;3868;;;01000000000000000;0100;HG;67;0112;09276;17000;BXR1944;MO;;;;;CH;;;
D051200096;12132;05245;;;29/05/2012;2100;2;D;;03;4167;;;01000000000100000;0100;CT;67;0113;05245;19996;;CM;FAF7820;MO;;;CF;;;
D051200097;04831;;;NC;30/05/2012;1841;4;D;;03;4186;;;01000000000000000;0100;CT;67;0113;04831;;CZY6107;MO;;;;;AT;;;
D051200098;16593;;498;;31/05/2012;0154;2;D;;03;4198;;;01000000000000000;0100;CT;09;0113;16593;;EXB0751;MO;;;;;QM;;;
D051200103;14804;;;NC;07/05/2012;1640;2;D;;04;2766;;;11000000000000000;0200;SI;63;0114;14804;;DOI1362;MO;;AU;;;CT;;;
D051200133;19764;;100;;30/05/2012;0700;2;D;;05;3077;;;00000001000000000;0100;VM;17;0117;19764;;DTB1657;OU;;;;;QF;;;
D051200136;19764;;;SBVD PEDROSO;31/05/2012;2000;2;D;;05;3139;;;11000000000000000;0100;VM;17;0117;19764;;BYW4016;MO;ELB3244;AU;;;CO;;;
D051200142;12165;;;NC;25/05/2012;1400;2;D;;05;4861;;;00100000000000000;0100;SI;07;0117;12165;;DJC1908;ON;;;;;QD;;;
D051200180;06642;;3800;;13/05/2012;1900;2;D;;08;3217;;;01000000000000000;0100;CT;09;0123;06642;;EXL0146;MO;;;;;QM;;;
D051200265;14804;;;NC;17/05/2012;1740;2;D;;78;3813;;;10000000100000000;0100;SI;63;0134;14804;;DZC7005;AU;EHH7221;MC;;;CO;;;
D051200272;12165;;;NC;22/05/2012;2312;2;D;;78;3976;;;01000000000100000;0100;SI;07;0135;12165;;DYW6078;MO;EUN4592;CM;;;CO;;;
D051200430;19764;;100;;16/05/2012;0640;2;D;;36;1839;;;01000000000000000;0100;VM;17;0222;19764;;DVE7356;MO;;;;;QM;;;
D051200494;06238;;17000;;18/05/2012;1430;2;D;;96;4860;;;11000000000000000;0100;PB;90;0231;13014;;DZQ3272;MO;;AU;;;CO;;;
D051200599;14804;;;TNINTERIOR;23/05/2012;1900;2;D;;15;2869;;;11000000000000000;0100;SI;63;0313;14804;;EQP4778;MO;DWK7324;AU;;;CL;;;
D051200899;16878;;17000;;15/05/2012;0810;2;D;;75;1617;;;20000000000000000;0100;RV;13;0351;16878;;ERP4761;AU;DVR6456;AU;;;CT;;;
D051200938;13014;;17000;;01/05/2012;0700;2;D;;89;3218;;;11000000000000000;0100;PB;40;0356;13014;;CHU3916;AU;CHU3916;MO;;;SI;;;
D051201675;06238;;17000;;03/05/2012;0919;2;D;;11;1903;;;02000000000000000;0200;PB;90;0602;13014;;EXE6630;MO;EJR8158;MO;;;CT;;;
D051202469;19764;;;PXVD DONA PAULI;04/05/2012;0453;2;D;;05;2624;;;10000000000000000;0001;;;0001;19764;;EKL6613;AU;;;;;CP;;;
D051300002;09758;01521;;;10/05/2013;1645;2;D;;01;2554;;;11000000000000000;0100;CT;67;0101;01521;09758;EJQ7200;MO;CKL2421;AU;;;CO;;;
D051300005;19764;;100;;03/05/2013;1720;2;D;;;3420;;;11000000000000000;0100;VM;17;0101;19764;;DOB7666;MO;FMF4503;AU;;;CO;;;
D051300012;06642;;3000;;09/05/2013;1015;4;D;;01;3748;;;01000000000000000;0100;CT;09;0101;06642;;EII3042;MO;;;;;AT;;;
D051300013;19543;;57;;16/05/2013;1924;4;D;;01;3856;;;00000000000100000;0100;CT;01;0101;19543;;EQM0673;CM;;;;;AT;;;
D051300024;11824;04831;;;27/05/2013;0840;2;D;;01;4246;;;11000000000000000;0100;CT;80;0103;06889;11824;BYZ4275;MO;FFT2987;AU;;;CT;;;
D051300025;15984;;;NC;27/05/2013;1626;4;D;;01;4276;;;00000001000000000;0100;;01;0103;15984;;FFN3767;OU;;;;;AT;;;
D051300027;11824;;568;;28/05/2013;1510;2;D;;01;4305;;;21000000000000000;0100;CT;80;0103;11824;;EIE9152;MO;EBC3126;AU;CHM1526;AU;CO;;;
D051300032;16593;;;PXTUNEL JOAO PA;01/05/2013;0400;2;D;;02;2522;;;01000000000100000;0100;;09;0104;16593;;DIL0218;CM;EII7745;MO;;;CF;;;
D051300061;16593;;;PXANHANGABAU;24/05/2013;2100;2;D;;03;2407;;;20000000000000000;0100;;09;0107;16593;;FAJ0049;AU;EBS4348;AU;;;CO;;;
D051300062;16593;;464;;04/05/2013;1325;2;D;;03;2616;;;00000001000000000;0100;CT;09;0107;16593;;ELW2971;OU;;;;;QD;;;
D051300064;04831;;;NC;07/05/2013;1842;4;D;;03;269;;;10000000000000000;0100;;67;0107;04831;;DJE9931;AU;;;;;AT;;;
D051300065;05245;12132;;;08/05/2013;2152;4;D;;03;2719;;;00100000000000000;0100;CT;67;0107;05245;19996;FFN3459;ON;;;;;AT;;;
D051300066;12132;;92;;11/05/2013;1822;2;D;;03;2788;;;00000000000000010;0100;CT;67;0107;12132;;;SI;;;;;CO;;;
D051300074;09276;01267;;;07/05/2013;1027;2;D;;03;3680;;;11000000000000000;0100;CT;67;0108;01267;09276;DRZ2238;MO;DBW1278;AU;;;CL;;;
D051300078;15323;;;NC;16/05/2013;1240;2;D;;03;1947;;;10000001000000000;0200;;05;0108;15323;;CR5538;AU;DTA8134;OU;;;CO;;;
D051300079;19764;;11;;22/05/2013;1347;2;D;;03;4154;;;11000000000000000;0100;;;0108;19764;;EXL0476;MO;BOK5421;AU;;;CT;;;
D051300105;05245;;;NC;24/05/2013;1820;2;D;;04;4428;;;11000000000000000;0100;;26;0112;05245;;EMH9058;MO;EVB0724;AU;;;CO;;;
D051300107;14804;;175;;02/05/2013;1000;4;D;;05;2365;;;00000001000000000;0100;CT;63;0113;14804;;DTA4056;OU;;;;;AT;;;
D051300108;19764;;;NC;02/05/2013;1520;4;D;;05;2370;;;10000000000000000;0100;;17;0113;19764;;;AU;;;;;AT;;;
D051300109;19764;;;ACLESTE-OESTE;06/05/2013;1220;2;D;;05;2425;;;01000000000100000;0100;;17;0113;33667;;DEG0447;MO;;CM;;;CO;;;
D051300119;19764;;;ACPC.DR JOAO ME;13/05/2013;1350;2;D;;05;2579;;;11000000000000000;0100;;17;0113;19764;;EXD0750;MO;;AU;;;CO;;;
D051300121;19764;;300;;21/05/2013;0936;2;D;;05;2693;;;11000000000000000;0100;VM;17;0114;19764;;DRY4590;MO;EIA7666;AU;;;CT;;;
D051300124;19764;;151;;22/05/2013;1340;2;D;;05;2740;;;01000000000000000;0100;;;0114;19764;;DTN8098;MO;;;;;CO;;;
D051300134;19764;;;PXVD JACEGUAI;24/05/2013;1814;2;D;;05;4423;;;11000000000100000;0100;;17;0115;19764;;FAV4342;MO;DXX6577;AU;EUP9174;CM;CO;;;
D051300418;19764;;;PXVD GAL MARCON;02/05/2013;1919;2;D;;36;4584;;;11000000000000000;0100;;17;0216;19764;;HJT0775;AU;ESE6005;MO;;;CO;;;
D051300423;19764;;;PXCV.AYRTON SEN;28/05/2013;1930;2;D;;36;5667;B;;11000000000000000;0100;;17;0217;19764;;DGT4728;MO;ELQ8390;AU;;;CO;;;
D061200003;16725;07204;;;10/06/2012;0700;2;D;;01;3950;;;10000000000000000;0100;CT;80;0101;07204;16725;HJU6775;AU;;;;;TB;;;
D061200007;01003;;282;;22/06/2012;1900;4;D;;01;4333;;;10000000000000000;0100;CT;07;0101;01003;;FSF4515;AU;;;;;AT;;;
D061200008;10376;;99;;27/06/2012;1200;2;D;;01;4909;;;11000000000000000;0100;CT;80;0102;10376;;;AU;EJR2869;MO;;;CL;;;
D061200011;15635;;100;;04/06/2012;1645;2;D;;01;5160;;;11000000000000000;0100;CT;67;0102;15635;;DVH8455;MO;EDV6570;AU;;;CO;;;
D061200014;06642;;3779;;07/06/2012;1126;4;D;;01;5248;;;10000000000000000;0100;CT;09;0102;06642;;DTB1945;AU;;;;;AT;;;
D061200016;16744;;254;;08/06/2012;1350;4;D;;01;5277;;;00000000000100000;0100;CT;80;0102;16744;;EJH8556;CM;;;;;AT;;;
D061200018;06642;;3200;;15/06/2012;1810;4;D;;01;5551;;;01000000000000000;0100;CT;09;0102;06642;;;MO;;;;;AT;;;
D061200019;15984;;;NC;16/06/2012;1500;4;D;;01;5530;;;10000000000000000;0100;CT;80;0103;15984;;EZL6582;AU;;;;;AT;;;
D061200021;13853;06642;;;20/06/2012;1830;4;D;;01;5670;;;01000000000000000;0100;CT;80;0103;06642;13853;DZL3489;MO;;;;;AT;;;
D061200024;10376;;;NC;23/06/2012;1323;4;D;;01;5756;;;10000000000000000;0100;CT;80;0103;10376;;DZD2814;AU;;;;;AT;;;
D061200025;19745;;105;;23/06/2012;1550;4;D;;01;5760;;;01000000000000000;0200;CT;80;0103;19745;;DRV6166;MO;;;;;AT;;;
D061200027;11824;;425;;27/06/2012;1520;2;D;;01;5880;;;21000000000000000;0100;CT;80;0103;11824;;DUZ0123;MO;DTD1365;AU;EZL4240;AU;CO;;;
D061200028;03403;;192;;30/06/2012;0950;2;D;;01;5960;;;01001000000000000;0200;CT;80;0103;03403;;BYZ4387;MO;;BI;;;CO;;;
D061200056;17115;;;NC;13/06/2012;1820;2;D;;03;2818;;;00100000000000000;0100;SI;67;0107;17115;;;ON;;;;;QD;;;
D061200060;16593;;250;;06/06/2012;1423;4;D;;03;4332;;;10000000000000000;0100;CT;67;0107;16593;;DGE5115;AU;;;;;AT;;;
D061200061;15938;;;NC;07/06/2012;0730;4;D;;03;4343;C;;00000001000000000;0100;CT;67;0107;15938;;CZZ5059;OU;;;;;AT;;;
D061200065;15323;;;NC;22/06/2012;0450;4;D;;03;4737;;;00000000000000010;0100;CT;67;0107;15323;;;SI;;;;;AT;;;
D061200088;19764;;;NC;01/06/2012;1906;2;D;;05;3158;B;;11000000000000000;0100;VM;49;0110;19764;;DOE6836;MO;EKK7827;AU;;;CT;;;
D061200098;19764;;;NC;10/06/2012;1654;2;D;;05;4507;;;20000000000000000;0100;VM;49;0111;19764;;DEY4265;AU;DMV4128;AU;;;CO;;;
D061200101;19764;;;PXVD PEDROSO;26/06/2012;0630;2;D;;05;5117;B;;10100000000000000;0100;VM;49;0111;19764;;DYI2885;AU;EKH8177;ON;;;CO;;;
D061200193;10101;;;NC;14/06/2012;1917;2;D;;77;4560;;;11000000000000000;0100;SI;67;0122;10101;;DOH1932;MO;EMU3933;AU;;;CO;;;
D061200344;19764;;;PXVD TUTOIA;11/06/2012;1802;2;D;;36;2224;;;11000000000000000;0100;VM;49;0216;19764;;DNR4454;MO;DWN0745;AU;;;CO;;;
D061200351;19764;;;NC;04/06/2012;1900;2;D;;36;4369;;;02000000000000000;0100;VM;49;0216;19764;;;MO;EOI0301;MO;;;CO;;;
D061200355;19764;;;NC;10/06/2012;0420;2;D;;36;5811;;;20000000000000000;0400;VM;49;0217;19764;;EJI9287;AU;EFA7853;AU;;;CT;;;
D061200359;19764;;;TNAIRTON SENNA;12/06/2012;1830;2;D;;36;6040;B;;02000000000000000;0100;VM;49;0217;19764;;DCL1558;MO;DXX9481;MO;;;CO;;;
D061202192;04561;;17000;;21/06/2012;1200;4;D;;81;1650;B;;00010000000000000;0001;TT;06;0007;29772;;IPR2388;CA;;;;;AT;;;
D061300007;16725;;573;;03/06/2013;0500;4;D;;01;4409;;;00000000000100000;0100;CT;09;0101;16725;;ETS5960;CM;;;;;AT;;;
D061300010;06642;;3433;;06/06/2013;0831;2;D;;01;4556;;;01000000000000000;0100;CT;09;0101;06642;;ESE2770;MO;;;;;QM;;;
D061300012;06642;13853;;;11/06/2013;1830;2;D;;01;4647;;;01000000000100000;0100;CT;80;0102;06642;13853;EJQ5927;MO;FAM1407;CM;;;CO;;;
D061300015;13317;;;NC;11/06/2013;1204;4;D;;01;4705;;;01000000000100000;0100;;17;0102;13317;;EJN8504;MO;EQH8517;CM;;;AT;;;
D061300027;10376;;;NC;22/06/2013;1400;4;D;;01;4971;B;;01000000000000000;0100;;80;0103;10376;;DWU8769;MO;;;;;AT;;;
D061300028;19745;;100;;21/06/2013;1201;4;D;;01;5041;;;00000000000000010;0100;CT;80;0103;19745;;;SI;;;;;AT;;;
D061300031;06642;13853;;;27/06/2013;0835;4;D;;01;5196;;;01000000000000000;0100;CT;80;0103;06642;13853;EWE3280;MO;;;;;AT;;;
D061300032;09758;;;FTCAMARA;27/06/2013;1018;2;D;;01;5200;;;11000000000000000;0100;;67;0103;09758;;DRW6645;MO;FVJ6895;AU;;;CO;;;
D061300036;10376;;;NC;21/06/2013;2000;2;D;;01;5452;;;02000000000000000;0100;;80;0104;10376;;EQD5449;MO;DLV7448;MO;;;CL;;;
D061300054;10101;09276;;;03/06/2013;0825;2;D;;03;3487;;;01000001000000000;0100;CT;67;0106;09276;10101;DJC5316;OU;EJN7792;MO;;;CO;;;
D061300056;16593;;100;;13/06/2013;1530;2;D;;03;3542;;;11000000000000000;0100;CT;09;0106;16593;;EDK4235;AU;EOI3362;MO;;;CO;;;
D061300057;16725;;1;;15/06/2013;0324;4;D;;03;3633;;;10000000000000000;0100;CT;09;0106;16725;;EUA1300;AU;;;;;AT;;;
D061300059;04541;;;AC METRO LUZ;16/06/2013;2140;2;D;;03;3684;;;10000000000000000;0100;;67;0106;04541;;EFB6357;AU;;;;;CH;;;
D061300064;07281;;;PXVALE ANHAGABA;03/06/2013;1350;4;D;;03;4443;;;10000000000000000;0100;;67;0106;07281;;EPP9810;AU;;;;;AT;;;
D061300067;98795;;;NC;14/06/2013;1132;2;D;;03;4774;;;11000000000100000;0100;;67;0108;98795;;DVI8255;AU;EKJ1732;MO;EUL5723;CM;CO;;;
D061300069;16725;19745;;;24/06/2013;1110;2;D;;03;5021;;;11000000000000000;0100;CT;80;0108;16725;19745;EJO0497;MO;DSI4906;AU;;;CO;;;
D061300072;09276;12132;;;08/06/2013;1050;2;D;;03;900120;;;11000000000000000;0100;CT;67;0108;09276;12132;CMP6189;AU;DPU7060;MO;;;CO;;;
D061300088;05245;;23;;18/06/2013;1620;2;D;;04;5330;;;00100000000000000;0100;CT;26;0110;05245;;;ON;;;;;QD;;;
D061300090;05245;;;PXBOMBEIROS;26/06/2013;0230;2;D;;04;5675;;;11000000000000000;0100;;26;0110;05245;;EJO5897;MO;CXW8494;AU;;;CO;;;
D061300094;19764;;;AC R BR DE IJUI;06/06/2013;1147;2;D;;05;2971;;;11000000000000000;0100;;17;0111;19764;;CJW8381;MO;DOD7884;AU;;;CO;;;
D061300103;19764;;;PXVD JACEGUAI;19/06/2013;0808;2;D;;05;4945;;;11000000000000000;0100;;17;0111;19764;;EXC8010;MO;ELP5891;AU;;;CO;;;
D061300343;19764;;;NC;07/06/2013;0930;2;D;;36;1735;;;11000000000000000;0100;;17;0215;19764;;EFK6422;MO;FEZ4170;AU;;;CL;;;
D061300356;19764;;;FTGINASIO IBIRA;21/06/2013;0613;2;D;;36;2663;;;12000000000000000;0100;;17;0216;19764;;HIL9442;MO;EWG9530;MO;EZH7546;AU;CO;;;
D061300358;19764;;;AC SENA MADUR;26/06/2013;0759;2;D;;36;2739;;;01000000000100000;0100;;17;0216;19764;;EXB4840;MO;EFW0477;CM;;;CH;;;
D061300367;19764;;;PXSANTA GENEROS;08/06/2013;2000;4;D;;36;6098;C;;00000000000000010;0100;;17;0217;19764;;;SI;;;;;AT;;;
D061300528;14804;;;NC;07/06/2013;1930;2;D;;15;5843;B;;01000000000000000;0200;;63;0308;14804;;;MO;;;;;QM;;;
D061301982;18838;;611;;24/06/2013;1343;4;D;;53;4572;;;10000000000000000;0100;CT;01;0809;18838;;CCF7652;AU;;;;;AT;;;
D061302097;13317;01003;;;19/06/2013;1015;4;D;;01;4954;;;00100000000000000;0101;CT;67;0003;01003;13317;DJC3825;ON;;;;;AT;;;
D061302154;06642;13853;;;27/06/2013;0835;4;D;;24;6852;;;01000000000000000;0001;CT;80;0009;06642;13853;EWE3280;MO;;;;;AT;;;
D071200001;15279;;;NC;26/07/2012;1107;2;D;;01;2207;;;00000000000100000;0200;;01;0101;15279;;PDJ3267;CM;;;;;CH;P;;
D071200004;04146;;470;;07/07/2012;2230;4;D;;01;4713;;;00000000000000010;0100;CT;09;0101;04146;;;SI;;;;;AT;;;
D071200005;35616;;9;;13/07/2012;2018;2;D;;01;4865;;;01000000000000000;0200;CT;06;0101;16870;;ELA0125;MO;;;;;CO;;;
D071200010;13317;;35;;29/07/2012;1335;2;D;;01;5252;;;00000001000000000;0100;CT;17;0101;13317;;ELO7402;OU;;;;;QM;;;
D071200013;35616;;;NC;03/07/2012;1757;4;D;;01;6088;;;10000000000000000;0100;;06;0102;16870;;BRJ2464;AU;;;;;AT;;;
D071200017;03189;;190;;13/07/2012;1009;2;D;;01;6399;;;00100000000000000;0100;CT;80;0102;03189;;ECT8968;ON;;;;;QD;;;
D071200018;10376;;100;;16/07/2012;1340;2;D;;01;6491;;;11000000000000000;0100;CT;80;0102;10376;;DCN4855;MO;DAP0235;AU;;;CO;;;
D071200019;15984;;100;;16/07/2012;1620;2;D;;01;6502;;;00100000000000000;0100;CT;01;0102;15984;;;ON;;;;;QD;;;
D071200020;15984;;100;;16/07/2012;1815;4;D;;01;6509;;;00000000000100000;0100;CT;01;0102;15984;;DST4314;CM;;;;;AT;;;
D071200021;15984;;100;;16/07/2012;2005;4;D;;01;6510;;;10000000000000000;0100;CT;01;0102;15984;;CFI1035;AU;;;;;AT;;;
D071200023;01003;;100;;18/07/2012;1410;4;D;;01;6591;;;01000000000000000;0100;CT;67;0102;01003;;DJU0586;MO;;;;;AT;;;
D071200024;19543;;;NC;02/07/2012;1140;2;D;;01;6623;;;00100000000000000;0100;;01;0102;19543;;;ON;;;;;CO;;;
D071200026;16725;;650;;24/07/2012;0830;4;D;;01;6760;;;01000000000000000;0200;CT;09;0103;16725;;EFN0688;MO;;;;;AT;;;
D071200055;12132;05245;;;25/07/2012;1600;2;D;;03;4782;;;11000000000000000;0100;CT;67;0106;05245;19996;EQR0783;MO;EUC9110;AU;;;CO;;;
D071200056;16593;;241;;03/07/2012;1802;2;D;;03;5109;B;;11000000000000000;0100;CT;09;0106;16593;;DVX4582;MO;COR5352;AU;;;CT;;;
D071200061;09276;10101;;;16/07/2012;0650;2;D;;03;5443;;;11000000000000000;0100;CT;67;0106;09276;10101;BYK9187;MO;;AU;;;CT;;;
D071200066;10101;;536;;24/07/2012;2218;2;D;;03;5586;;;10001000000000000;0100;CT;67;0107;10101;;DTE0023;AU;;BI;;;CO;;;
D071200067;09276;17000;;;20/07/2012;0620;2;D;;03;5593;;;01000000000000000;0200;CT;67;0107;09276;17000;DLD1603;MO;;;;;CH;;;
D071200068;12132;;71;;20/07/2012;1600;2;D;;03;5626;C;;11000000000000000;0200;CT;67;0107;12132;;FAY0016;MO;EAF7266;AU;;;CL;;;
D071200077;05245;;;PXLIG LESTE-OES;02/07/2012;1230;2;D;;04;4235;;;11000000000000000;0100;;26;0109;05245;;EXE0357;MO;EBL5663;AU;;;CO;;;
D071200100;19764;;;SBVD COND S JOA;05/07/2012;1815;2;D;;05;3892;;;02000000000000000;0200;;17;0112;19764;;EHR2949;MO;ELH0300;MO;;;CO;;;
D071200103;19764;;;PXVD PEDROSO;13/07/2012;1802;2;D;;05;4059;;;11000000000000000;0100;;17;0112;19764;;CTU2996;AU;EQE4381;MO;;;CL;;;
D071200116;19764;;;PXVD JACEGUAI;27/07/2012;2235;2;D;;05;5809;;;11000000000000000;0200;;17;0113;19764;;DPC3970;AU;DGS2114;MO;;;CO;;;
D071200117;19764;;;NC;06/07/2012;0815;4;D;;05;6170;;;00000000000000010;0100;;17;0113;19764;;;SI;;;;;AT;;;
D071200177;06642;;3017;;13/07/2012;1210;4;D;;12;3553;;;01000000000100000;0100;CT;09;0120;06642;;EMF0990;MO;DYB3377;CM;;;AT;;;
D071200373;19764;;;PXVD TUTOIA;26/07/2012;1850;2;D;;36;2860;;;11000000000000000;0100;;17;0216;19764;;EJQ7779;MO;EVG6732;AU;;;CO;;;
D071200376;19764;;;PXPTE JOAO J.SA;06/07/2012;2118;2;D;;36;6691;;;11000000000100000;0100;;17;0216;19764;;EXE7548;MO;DSN9255;CM;EUV6462;AU;CO;;;
D071200538;14804;;;PXR RENATO PAES;31/07/2012;0750;2;D;;15;900128;;;11000000000000000;0100;;63;0311;14804;;DZO8266;MO;DEL1674;AU;;;CO;;;
D071200774;16878;;17000;;07/07/2012;1500;2;D;;75;2280;;;11000000000000000;0200;RV;13;0338;16878;;EXG0316;MO;DRM6816;AU;;;CO;;;
D071200785;16878;;17000;;04/07/2012;2220;2;D;;75;5042;;;10000000000000010;0100;RV;13;0339;16878;;CRV3669;AU;;SI;;;CT;;;
D071202124;19764;;;SBVD TUTOIA;22/07/2012;1508;2;D;;36;7196;C;;01000000000000000;0001;;17;0003;19764;;EXF1152;MO;;;;;CH;;;
D071202176;15279;;;PXR LIBERO BADA;26/07/2012;1107;4;D;;01;2207;;;10000000000000000;0101;;01;0008;15279;;AOJ3267;AU;;;;;AT;P;;
